"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.394728042E0,1.929356048E-1,8.165051937E-3,8.574539758E-2,2.112891120E-1
2.404792042E0,1.838709952E-1,1.014234638E-1,1.106918488E-1,2.373772257E-1
2.414857042E0,1.771777240E-1,1.504962212E-1,8.758303128E-2,2.484186906E-1
2.424922042E0,1.486841325E-1,1.210145599E-1,1.587274197E-2,1.923627794E-1
2.434986042E0,1.248297950E-1,3.970785677E-2,-4.961486734E-2,1.400743612E-1
2.445051042E0,1.076901441E-1,-2.010857463E-2,-1.148580996E-1,1.587258799E-1
2.455116042E0,8.021729372E-2,-1.742879570E-2,-2.127796660E-1,2.280652612E-1
2.465180042E0,7.357149459E-2,-2.571897805E-2,-3.077074579E-1,3.174241804E-1
2.475245042E0,5.777063683E-2,-4.511828542E-2,-3.914564699E-1,3.982603093E-1
2.485310042E0,2.388865337E-2,-8.465364933E-2,-4.399772501E-1,4.486835062E-1
2.495374042E0,-3.379332505E-2,-1.473346317E-1,-3.562842252E-1,3.870244587E-1
2.505439042E0,-1.296332826E-1,-2.195892602E-1,-1.992918936E-1,3.236378996E-1
2.515503042E0,-2.431485692E-1,-2.259574628E-1,-6.835395098E-3,3.320010908E-1
2.525568042E0,-3.504503120E-1,-1.500682050E-1,1.719893434E-1,4.182298669E-1
2.535633042E0,-4.599294848E-1,2.374495804E-2,2.636234353E-1,5.306564516E-1
2.545697042E0,-5.319339987E-1,2.338424331E-1,2.473653253E-1,6.315264576E-1
2.555762042E0,-5.590294844E-1,3.629232270E-1,1.509610748E-1,6.833860397E-1
2.565827042E0,-5.431778289E-1,3.659070611E-1,4.719170809E-2,6.566256076E-1
2.575891042E0,-4.905861441E-1,2.490908021E-1,-3.057739299E-2,5.510498793E-1
2.585956042E0,-4.889617145E-1,4.556559741E-2,-1.205502909E-1,5.056601176E-1
2.596021042E0,-5.196779789E-1,-1.265302384E-1,-2.111381698E-1,5.750255905E-1
2.606085042E0,-5.196259386E-1,-1.591571170E-1,-3.124799188E-1,6.268857979E-1
2.616150042E0,-5.234154826E-1,-9.878344595E-2,-3.849443893E-1,6.571941261E-1
2.626215042E0,-5.288338415E-1,1.345385849E-2,-4.166936739E-1,6.734091298E-1
2.636279042E0,-5.665840139E-1,7.944962740E-2,-3.731604956E-1,6.830654753E-1
2.646344042E0,-5.985136852E-1,1.415417951E-1,-3.177458847E-1,6.922536806E-1
2.656409042E0,-6.052222688E-1,1.337392706E-1,-2.840927831E-1,6.818276150E-1
2.666473042E0,-6.029608581E-1,7.426665545E-2,-2.577376280E-1,6.599287973E-1
2.676538042E0,-5.806512819E-1,8.436947465E-3,-2.566536273E-1,6.349001320E-1
2.686602417E0,-5.476599025E-1,-4.193856955E-2,-2.339787829E-1,5.970228498E-1
2.696666417E0,-5.129421326E-1,-5.817745686E-2,-1.284224339E-1,5.319648197E-1
2.706731417E0,-4.602575501E-1,-4.033701718E-2,3.791857224E-2,4.635751347E-1
2.716795417E0,-3.864855691E-1,-1.840177238E-2,1.963278304E-1,4.338828613E-1
2.726860417E0,-3.193112574E-1,1.494372904E-2,2.289026688E-1,3.931659012E-1
2.736925417E0,-2.648130148E-1,4.682976544E-2,9.030494671E-2,2.836792963E-1
2.746989417E0,-2.208726875E-1,1.949227810E-2,-9.397297818E-2,2.408227847E-1
2.757054417E0,-1.936179383E-1,-3.309114754E-2,-2.415017374E-1,3.112973165E-1
2.767119417E0,-1.657653478E-1,-7.650672376E-2,-3.347677141E-1,3.813146361E-1
2.777183417E0,-1.458799175E-1,-5.945799708E-2,-3.630874972E-1,3.957887497E-1
2.787248417E0,-1.216247168E-1,8.566170931E-3,-3.704801685E-1,3.900275711E-1
2.797313417E0,-8.937286399E-2,5.705654562E-2,-3.686255047E-1,3.835723152E-1
2.807377417E0,-5.310203712E-2,2.164639235E-2,-3.553902956E-1,3.599870204E-1
2.817442417E0,-4.708390005E-2,-1.741768599E-2,-2.834771810E-1,2.878881407E-1
2.827507417E0,-7.140016761E-2,-1.535361886E-2,-1.282084258E-1,1.475503914E-1
2.837571417E0,-1.442979899E-1,-2.643292308E-2,1.808540147E-2,1.478096446E-1
2.847636417E0,-2.240061007E-1,-4.101529419E-2,9.102243662E-2,2.452469602E-1
2.857701417E0,-3.052960296E-1,-8.146925569E-2,5.015043575E-2,3.199343238E-1
2.867765417E0,-3.513478961E-1,-1.569936472E-1,-9.812859435E-2,3.971417510E-1
2.877830417E0,-3.800399275E-1,-2.883624566E-1,-3.128377318E-1,5.704828651E-1
